transaction_id,customer_id,transaction_date,amount,merchant_id,merchant_category,payment_method,device_type,device_id,ip_address,transaction_country,chargeback,is_fraud,customer_name,age,account_age_days,home_country,email_domain,is_vip,high_amount_flag,cross_border_flag,late_night_flag,new_account_flag,high_risk_merchant_flag,risk_score,risk_level
8043,872,2025-08-28 16:41:40,18.22,MER-191,fashion,bank_transfer,desktop,DEV-8436,186.3.59.157,PY,0,0,Rafael Marques,57,3556,US,hotmail.com,1,0,1,0,0,0,25,medium
8044,547,2025-08-28 19:03:17,156.23,MER-182,marketplace,credit_card,desktop,DEV-1957,185.239.81.57,BR,1,1,Sra. Catarina Cassiano,64,1891,AR,hotmail.com,1,0,1,0,0,0,25,medium
8045,842,2025-12-21 01:18:44,157.25,MER-774,pharmacy,bank_transfer,mobile,DEV-8725,60.7.175.43,CL,0,0,Sara da Rosa,38,487,AR,gmail.com,0,0,1,1,0,0,40,high
8046,473,2025-09-16 14:59:44,135.66,MER-897,fashion,debit_card,mobile,DEV-1942,15.13.40.24,CL,0,0,Rael Montenegro,65,182,BR,hotmail.com,0,0,1,0,0,0,25,medium
8047,484,2025-02-24 16:06:22,37.85,MER-976,digital_services,pix,mobile,DEV-1087,70.136.13.104,BR,0,0,Davi Miguel Nascimento,46,3470,BR,hotmail.com,0,0,0,0,0,1,10,low
8048,192,2025-09-03 23:40:25,35.3,MER-821,digital_services,credit_card,tablet,DEV-7689,105.81.122.178,AR,0,0,Sra. Brenda Teixeira,64,1223,AR,yahoo.com,0,0,0,0,0,1,10,low
8049,405,2025-01-02 10:51:53,20.83,MER-923,digital_services,credit_card,desktop,DEV-1430,54.234.183.204,CL,0,0,Ana Beatriz Carvalho,66,591,BR,yahoo.com,0,0,1,0,0,1,35,medium
8050,835,2025-05-22 02:53:28,71.92,MER-302,digital_services,debit_card,tablet,DEV-8457,193.48.117.106,CL,0,0,Olivia Nascimento,60,2977,BR,outlook.com,1,0,1,1,0,1,50,high
8051,573,2025-04-13 06:23:06,25.22,MER-217,electronics,bank_transfer,tablet,DEV-5310,111.226.229.35,BR,0,0,Luiz Miguel Novaes,40,3464,BR,hotmail.com,0,0,0,0,0,1,10,low
8052,178,2025-04-15 04:08:17,23.11,MER-558,gaming,bank_transfer,tablet,DEV-9123,194.253.48.96,BR,0,0,João Almeida,60,1641,US,gmail.com,1,0,1,1,0,1,50,high
8053,196,2025-07-13 13:17:25,45.54,MER-436,pharmacy,debit_card,mobile,DEV-1243,39.26.69.58,CL,0,0,Alice Nogueira,65,1938,US,yahoo.com,1,0,1,0,0,0,25,medium
8054,830,2025-11-23 10:39:09,42.94,MER-437,food,credit_card,mobile,DEV-3624,5.239.106.98,MX,0,1,Juan Freitas,57,1556,US,gmail.com,0,0,1,0,0,0,25,medium
8055,438,2025-04-20 14:28:33,41.09,MER-858,pharmacy,credit_card,desktop,DEV-7106,204.235.157.122,CL,0,0,Sr. Pietro da Luz,36,1862,AR,yahoo.com,0,0,1,0,0,0,25,medium
8056,47,2025-03-08 05:50:54,101.47,MER-826,food,credit_card,mobile,DEV-5812,99.198.114.70,PY,1,1,Ana Sophia Rezende,69,3529,AR,gmail.com,0,0,1,1,0,0,40,high
8057,876,2025-05-14 19:04:20,71.6,MER-201,marketplace,pix,mobile,DEV-8756,199.132.198.120,US,0,0,Sr. Renan Rodrigues,58,2887,US,outlook.com,0,0,0,0,0,0,0,low
8058,755,2025-10-02 20:04:58,51.45,MER-326,electronics,credit_card,desktop,DEV-9436,155.240.44.73,AR,0,0,Leandro Caldeira,66,2116,AR,gmail.com,0,0,0,0,0,1,10,low
8059,153,2025-06-19 09:35:15,78.63,MER-247,fashion,credit_card,mobile,DEV-1564,146.83.207.163,US,0,0,Sra. Sara Andrade,24,3575,BR,outlook.com,1,0,1,0,0,0,25,medium
8060,808,2025-12-16 00:55:29,27.32,MER-149,gaming,pix,mobile,DEV-3843,203.80.136.142,PY,0,0,Davi Lucca Sousa,62,475,BR,yahoo.com,0,0,1,1,0,1,50,high
8061,945,2025-09-21 22:12:53,73.31,MER-420,marketplace,bank_transfer,tablet,DEV-9067,212.28.0.113,AR,0,0,Ana Beatriz Caldeira,58,2100,BR,hotmail.com,0,0,1,0,0,0,25,medium
8062,107,2025-10-11 12:12:53,76.37,MER-926,marketplace,bank_transfer,mobile,DEV-1257,102.199.65.117,AR,0,0,Henry da Luz,28,3047,AR,yahoo.com,0,0,0,0,0,0,0,low
8063,870,2025-08-20 04:32:55,17.24,MER-559,pharmacy,debit_card,desktop,DEV-9432,181.212.118.49,AR,0,0,Sra. Antonella Peixoto,27,3439,BR,outlook.com,0,0,1,1,0,0,40,high
8064,659,2025-10-02 23:36:34,163.39,MER-747,travel,debit_card,tablet,DEV-2956,152.66.105.116,US,0,0,Arthur Gabriel Oliveira,23,180,AR,yahoo.com,0,0,1,0,0,0,25,medium
8065,113,2025-01-04 02:27:28,30.17,MER-333,gaming,bank_transfer,tablet,DEV-2283,192.109.93.143,US,0,0,Ana Lívia Lima,21,848,US,yahoo.com,0,0,0,1,0,1,25,medium
8066,470,2025-01-28 13:09:11,72.33,MER-836,electronics,debit_card,tablet,DEV-7967,212.136.41.219,PY,0,1,Antonella Cassiano,69,2705,BR,gmail.com,0,0,1,0,0,1,35,medium
8067,370,2025-07-16 22:30:14,190.18,MER-531,gaming,debit_card,desktop,DEV-1352,194.83.144.171,PY,0,1,Bruno Silva,28,2916,US,hotmail.com,0,0,1,0,0,1,35,medium
8068,80,2025-02-21 08:42:03,153.41,MER-452,digital_services,pix,tablet,DEV-8385,167.153.214.35,BR,0,0,Brenda Santos,28,3226,US,yahoo.com,0,0,1,0,0,1,35,medium
8069,588,2025-03-18 00:15:43,68.78,MER-372,gaming,bank_transfer,tablet,DEV-7865,204.80.51.79,US,0,0,Ana Fernandes,20,1843,BR,gmail.com,1,0,1,1,0,1,50,high
8070,803,2025-08-01 09:21:58,48.12,MER-312,food,pix,tablet,DEV-6027,3.59.75.206,AR,0,0,João Felipe Cavalcanti,32,919,US,hotmail.com,0,0,1,0,0,0,25,medium
8071,188,2025-12-11 06:19:20,156.45,MER-157,digital_services,pix,tablet,DEV-2391,129.139.55.12,CL,0,0,Nicole Abreu,48,1935,BR,hotmail.com,1,0,1,0,0,1,35,medium
8072,464,2025-02-12 01:01:21,122.39,MER-420,pharmacy,pix,desktop,DEV-5046,210.24.235.67,PY,0,0,Isabella Rocha,23,2797,AR,hotmail.com,0,0,1,1,0,0,40,high
8073,2,2025-11-24 06:48:19,38.22,MER-306,food,credit_card,tablet,DEV-9516,160.226.219.151,PY,1,1,Srta. Lorena Macedo,32,572,US,gmail.com,1,0,1,0,0,0,25,medium
8074,985,2025-10-11 17:12:11,32.61,MER-555,food,bank_transfer,desktop,DEV-4822,197.137.30.250,AR,0,0,Lucas Gabriel Sousa,62,1814,AR,yahoo.com,0,0,0,0,0,0,0,low
8075,126,2025-02-21 08:06:16,10.33,MER-763,marketplace,debit_card,tablet,DEV-8520,206.213.3.221,CL,1,1,Henry Gabriel Ferreira,26,1940,US,hotmail.com,1,0,1,0,0,0,25,medium
8076,943,2025-06-22 20:14:55,76.6,MER-417,marketplace,credit_card,tablet,DEV-4589,207.146.251.25,MX,0,0,Ana Laura Ribeiro,61,1962,BR,hotmail.com,1,0,1,0,0,0,25,medium
8077,507,2025-07-04 04:23:11,61.9,MER-122,marketplace,credit_card,mobile,DEV-2668,221.98.9.165,US,0,0,Léo Melo,50,3331,US,yahoo.com,0,0,0,1,0,0,15,low
8078,547,2025-12-25 08:07:06,185.41,MER-181,marketplace,debit_card,desktop,DEV-4232,219.172.117.57,AR,0,0,Sra. Catarina Cassiano,64,1891,AR,hotmail.com,1,0,0,0,0,0,0,low
8079,936,2025-05-02 22:59:08,92.13,MER-443,pharmacy,credit_card,tablet,DEV-7398,45.151.115.219,US,0,1,Heloisa Vasconcelos,55,2230,BR,yahoo.com,1,0,1,0,0,0,25,medium
8080,120,2025-09-26 16:25:24,221.59,MER-533,electronics,bank_transfer,tablet,DEV-7704,89.118.251.198,AR,0,0,Dra. Ágatha Oliveira,26,3551,BR,gmail.com,0,0,1,0,0,1,35,medium
8081,906,2025-06-19 10:17:16,35.6,MER-133,digital_services,bank_transfer,desktop,DEV-5099,203.142.182.47,CL,0,0,Ágatha Gonçalves,37,2775,AR,outlook.com,0,0,1,0,0,1,35,medium
8082,652,2025-10-05 05:52:35,185.74,MER-697,gaming,credit_card,mobile,DEV-5374,175.31.56.140,PY,0,0,Vitória Castro,30,1195,BR,outlook.com,0,0,1,1,0,1,50,high
8083,199,2025-06-14 18:49:07,41.43,MER-263,travel,pix,desktop,DEV-2207,196.156.105.60,PY,0,0,Dra. Lunna da Cruz,46,409,BR,yahoo.com,0,0,1,0,0,0,25,medium
8084,720,2025-03-04 20:05:36,134.27,MER-176,travel,bank_transfer,desktop,DEV-5928,148.161.0.52,MX,0,0,Otto da Rocha,39,697,AR,hotmail.com,0,0,1,0,0,0,25,medium
8085,486,2025-11-18 23:40:45,17.94,MER-812,fashion,credit_card,tablet,DEV-2070,204.139.139.204,US,0,0,Sabrina Leão,30,3296,US,hotmail.com,1,0,0,0,0,0,0,low
8086,86,2025-04-07 03:22:27,82.4,MER-272,marketplace,debit_card,tablet,DEV-1783,193.49.164.162,MX,0,0,Dr. Guilherme Castro,55,1088,BR,yahoo.com,0,0,1,1,0,0,40,high
8087,514,2025-03-04 01:42:27,11.18,MER-282,pharmacy,bank_transfer,desktop,DEV-3890,205.49.67.96,MX,0,0,Hadassa Ferreira,58,39,US,gmail.com,1,0,1,1,0,0,40,high
8088,508,2025-11-11 12:45:43,52.44,MER-933,gaming,credit_card,mobile,DEV-1454,132.241.243.74,AR,0,0,José Miguel Rezende,24,395,BR,hotmail.com,0,0,1,0,0,1,35,medium
8089,233,2025-03-15 08:46:25,99.12,MER-938,marketplace,bank_transfer,tablet,DEV-5708,94.53.2.221,CL,0,0,Luísa Ferreira,37,2018,BR,hotmail.com,0,0,1,0,0,0,25,medium
8090,620,2025-02-24 16:01:15,41.73,MER-385,pharmacy,debit_card,desktop,DEV-8885,199.77.65.64,PY,0,0,Matteo Cavalcanti,24,574,US,yahoo.com,0,0,1,0,0,0,25,medium
8091,193,2025-03-07 17:09:10,25.91,MER-979,travel,pix,desktop,DEV-6410,221.94.99.28,BR,0,0,Anthony Gabriel Novaes,46,2207,BR,outlook.com,1,0,0,0,0,0,0,low
8092,580,2025-10-23 06:25:05,142.81,MER-803,marketplace,pix,desktop,DEV-8481,94.63.150.212,US,0,0,Aurora Moraes,18,1985,BR,yahoo.com,1,0,1,0,0,0,25,medium
8093,267,2025-01-27 19:26:05,60.76,MER-597,fashion,credit_card,desktop,DEV-2808,150.74.176.44,PY,0,1,Fernando Dias,69,1758,AR,gmail.com,0,0,1,0,0,0,25,medium
8094,605,2025-11-24 02:01:07,42.92,MER-696,travel,pix,desktop,DEV-4082,165.181.46.242,US,0,0,Enzo Monteiro,24,2565,US,yahoo.com,0,0,0,1,0,0,15,low
8095,963,2025-11-19 20:59:40,69.25,MER-417,fashion,pix,desktop,DEV-1181,76.30.36.105,BR,0,0,Ágatha da Rosa,44,1484,BR,yahoo.com,0,0,0,0,0,0,0,low
8096,698,2025-09-13 12:38:19,715.51,MER-580,digital_services,pix,tablet,DEV-5442,89.16.149.247,MX,0,0,Pedro Henrique Jesus,56,897,BR,yahoo.com,0,0,1,0,0,1,35,medium
8097,170,2025-01-20 06:45:48,188.32,MER-668,electronics,bank_transfer,mobile,DEV-7272,156.164.167.196,BR,1,1,Rafaela Ribeiro,50,2212,BR,gmail.com,0,0,0,0,0,1,10,low
8098,811,2025-08-06 17:44:00,189.87,MER-753,fashion,pix,mobile,DEV-8765,157.218.50.148,US,0,0,Melissa Casa Grande,60,414,BR,outlook.com,0,0,1,0,0,0,25,medium
8099,711,2025-07-07 03:23:44,98.69,MER-327,digital_services,debit_card,mobile,DEV-9788,190.7.26.47,CL,0,0,Sr. Gustavo Henrique Santos,49,577,BR,gmail.com,0,0,1,1,0,1,50,high
8100,565,2025-07-06 13:50:21,77.47,MER-407,digital_services,credit_card,desktop,DEV-9674,145.236.249.201,CL,0,0,Sra. Ana Lívia Sampaio,51,715,BR,outlook.com,1,0,1,0,0,1,35,medium
8101,598,2025-10-23 18:16:34,7.72,MER-799,travel,debit_card,desktop,DEV-5842,135.199.64.126,PY,0,0,Maria Eduarda Martins,42,1852,BR,gmail.com,1,0,1,0,0,0,25,medium
8102,790,2025-02-14 18:33:20,36.19,MER-510,gaming,credit_card,mobile,DEV-5417,83.36.184.111,MX,0,0,Gabriela Barbosa,39,2585,AR,outlook.com,0,0,1,0,0,1,35,medium
8103,720,2025-01-07 23:39:19,43.27,MER-652,marketplace,credit_card,desktop,DEV-4518,12.188.37.209,CL,0,0,Otto da Rocha,39,697,AR,hotmail.com,0,0,1,0,0,0,25,medium
8104,503,2025-04-03 15:18:55,12.34,MER-610,gaming,credit_card,tablet,DEV-5019,77.167.29.179,PY,0,0,Camila Marques,18,896,BR,outlook.com,0,0,1,0,0,1,35,medium
8105,953,2025-09-23 22:05:26,23.53,MER-137,pharmacy,debit_card,mobile,DEV-7096,9.213.154.49,CL,0,0,Dr. Benjamim Sá,70,613,BR,hotmail.com,1,0,1,0,0,0,25,medium
8106,141,2025-06-02 17:50:47,11.21,MER-451,gaming,bank_transfer,mobile,DEV-1753,113.163.226.100,AR,0,0,Gael Henrique Costela,56,2873,AR,gmail.com,0,0,0,0,0,1,10,low
8107,293,2025-08-26 13:24:49,64.43,MER-274,digital_services,credit_card,mobile,DEV-6688,218.193.237.115,PY,0,0,Emanuelly Vasconcelos,47,3091,BR,yahoo.com,0,0,1,0,0,1,35,medium
8108,63,2025-09-29 05:04:21,139.34,MER-125,electronics,credit_card,desktop,DEV-6933,116.177.151.64,AR,0,1,Maria Sophia Rodrigues,33,1514,BR,yahoo.com,0,0,1,1,0,1,50,high
8109,334,2025-06-24 17:19:08,180.57,MER-597,gaming,pix,mobile,DEV-8729,194.72.205.188,US,0,1,Luiz Otávio Moraes,25,3180,BR,outlook.com,0,0,1,0,0,1,35,medium
8110,751,2025-05-21 02:16:38,96.86,MER-777,food,debit_card,tablet,DEV-3214,148.247.68.37,PY,0,0,Nina Sales,35,3453,BR,gmail.com,0,0,1,1,0,0,40,high
8111,861,2025-08-16 16:05:28,28.02,MER-788,fashion,credit_card,mobile,DEV-9228,151.203.103.145,US,0,1,Stephany Casa Grande,26,1691,BR,outlook.com,0,0,1,0,0,0,25,medium
8112,672,2025-08-03 21:29:57,11.72,MER-901,pharmacy,pix,tablet,DEV-1906,31.85.90.170,BR,0,0,Anna Liz Lopes,70,713,BR,yahoo.com,1,0,0,0,0,0,0,low
8113,229,2025-10-20 17:30:30,13.72,MER-317,fashion,bank_transfer,mobile,DEV-5136,18.215.213.155,CL,0,0,Maria Júlia Cavalcante,55,1561,US,outlook.com,0,0,1,0,0,0,25,medium
8114,230,2025-09-14 12:21:52,21.28,MER-427,pharmacy,bank_transfer,mobile,DEV-4489,196.66.247.173,MX,0,0,Ana Júlia da Mota,61,958,BR,outlook.com,0,0,1,0,0,0,25,medium
8115,990,2025-02-23 19:44:09,29.96,MER-276,travel,pix,mobile,DEV-8884,199.207.42.87,AR,0,0,Gabriel Caldeira,62,3409,BR,outlook.com,0,0,1,0,0,0,25,medium
8116,162,2025-12-17 14:46:33,57.76,MER-985,marketplace,pix,desktop,DEV-9217,130.111.151.118,US,0,0,Bernardo Barros,28,983,BR,gmail.com,0,0,1,0,0,0,25,medium
8117,251,2025-03-27 03:54:52,26.77,MER-145,travel,debit_card,mobile,DEV-7205,183.57.138.118,MX,0,0,Sr. Theo Azevedo,47,2636,AR,gmail.com,1,0,1,1,0,0,40,high
8118,947,2025-09-24 13:04:53,90.48,MER-438,food,debit_card,mobile,DEV-8299,170.23.209.40,US,0,0,Luiz Miguel Oliveira,64,2982,BR,outlook.com,0,0,1,0,0,0,25,medium
8119,511,2025-09-10 14:29:30,54.11,MER-787,digital_services,debit_card,desktop,DEV-5458,66.243.168.253,MX,0,0,Anna Liz Cassiano,54,997,AR,hotmail.com,0,0,1,0,0,1,35,medium
8120,840,2025-06-27 05:43:35,67.32,MER-848,food,credit_card,tablet,DEV-2371,131.56.117.118,CL,0,0,Mariana Mendes,43,3347,BR,yahoo.com,1,0,1,1,0,0,40,high
8121,770,2025-02-02 09:24:46,186.09,MER-386,fashion,pix,tablet,DEV-3330,179.203.37.133,MX,0,1,Pedro Rodrigues,31,1912,BR,yahoo.com,0,0,1,0,0,0,25,medium
8122,614,2025-06-19 20:09:27,23.05,MER-264,food,pix,tablet,DEV-7070,216.47.161.37,PY,0,1,Ana Clara da Costa,62,542,BR,hotmail.com,1,0,1,0,0,0,25,medium
8123,234,2025-02-27 20:20:57,97.21,MER-732,electronics,debit_card,tablet,DEV-5288,6.150.91.252,PY,0,0,Valentina Cardoso,42,1859,BR,yahoo.com,0,0,1,0,0,1,35,medium
8124,838,2025-01-11 07:28:32,65.85,MER-646,fashion,debit_card,desktop,DEV-8189,199.195.4.200,PY,0,0,Eduardo Machado,28,307,US,outlook.com,0,0,1,0,0,0,25,medium
8125,85,2025-04-18 00:40:44,49.4,MER-390,digital_services,pix,desktop,DEV-6106,184.124.2.60,MX,1,1,Maria Alice Macedo,19,473,AR,outlook.com,0,0,1,1,0,1,50,high
8126,804,2025-08-22 04:40:12,147.93,MER-675,pharmacy,debit_card,desktop,DEV-8018,157.72.102.218,US,0,1,Ana Vitória Dias,64,90,BR,hotmail.com,0,0,1,1,0,0,40,high
8127,210,2025-11-08 02:11:12,147.1,MER-480,travel,debit_card,mobile,DEV-6783,67.88.236.171,PY,0,0,Murilo Vasconcelos,49,2389,BR,yahoo.com,0,0,1,1,0,0,40,high
8128,459,2025-09-05 17:45:00,28.45,MER-337,food,bank_transfer,tablet,DEV-2513,200.105.89.80,AR,0,0,Eloá Teixeira,43,1043,US,hotmail.com,0,0,1,0,0,0,25,medium
8129,201,2025-12-16 23:12:12,56.6,MER-216,gaming,credit_card,desktop,DEV-4532,65.224.79.16,AR,0,1,Matteo Ferreira,48,3202,AR,outlook.com,1,0,0,0,0,1,10,low
8130,259,2025-05-15 12:10:48,85.89,MER-135,marketplace,bank_transfer,desktop,DEV-8261,90.83.80.159,AR,0,0,Srta. Maya Castro,38,2725,BR,hotmail.com,1,0,1,0,0,0,25,medium
8131,110,2025-11-15 21:06:10,52.16,MER-767,pharmacy,credit_card,desktop,DEV-2422,219.233.221.82,CL,0,0,Ana Vitória Silva,33,1113,BR,gmail.com,0,0,1,0,0,0,25,medium
8132,931,2025-03-31 07:41:42,112.9,MER-890,food,debit_card,desktop,DEV-3734,130.137.174.88,PY,0,0,Dante Aparecida,40,166,BR,yahoo.com,0,0,1,0,0,0,25,medium
8133,817,2025-05-25 10:35:21,85.89,MER-880,digital_services,credit_card,mobile,DEV-6492,126.168.168.35,US,0,0,Bento Pimenta,18,53,US,gmail.com,1,0,0,0,0,1,10,low
8134,116,2025-10-23 11:39:40,346.99,MER-179,electronics,debit_card,tablet,DEV-2362,190.105.153.40,AR,0,0,Lívia Fonseca,49,899,BR,yahoo.com,0,0,1,0,0,1,35,medium
8135,452,2025-03-16 18:48:29,16.82,MER-235,fashion,credit_card,tablet,DEV-3098,202.213.60.219,MX,0,1,Benicio da Paz,61,3092,BR,gmail.com,1,0,1,0,0,0,25,medium
8136,467,2025-03-30 17:53:36,59.73,MER-918,fashion,debit_card,tablet,DEV-1644,182.165.29.34,PY,0,0,Sarah Campos,47,2759,US,yahoo.com,1,0,1,0,0,0,25,medium
8137,404,2025-09-02 11:01:43,29.44,MER-116,marketplace,bank_transfer,mobile,DEV-8874,157.135.16.197,BR,0,0,Dr. Henry Aragão,24,1614,BR,outlook.com,0,0,0,0,0,0,0,low
8138,995,2025-06-10 10:52:27,114.86,MER-975,travel,bank_transfer,mobile,DEV-9349,160.71.4.63,CL,0,0,Srta. Bianca Viana,31,939,BR,hotmail.com,0,0,1,0,0,0,25,medium
8139,978,2025-06-16 16:28:12,15.56,MER-687,gaming,debit_card,tablet,DEV-6439,59.149.215.150,CL,0,0,Carlos Eduardo Teixeira,23,1131,US,outlook.com,1,0,1,0,0,1,35,medium
8140,83,2025-02-03 13:25:02,91.07,MER-695,electronics,debit_card,tablet,DEV-6000,192.58.202.235,CL,0,0,João Gabriel Guerra,19,2704,BR,outlook.com,0,0,1,0,0,1,35,medium
8141,539,2025-12-01 03:13:48,37.82,MER-249,food,pix,mobile,DEV-5011,205.145.92.11,CL,0,0,Júlia Barbosa,47,439,BR,gmail.com,1,0,1,1,0,0,40,high
8142,378,2025-03-15 22:31:39,34.44,MER-862,fashion,bank_transfer,tablet,DEV-9202,6.93.7.19,AR,0,0,Eloah da Luz,45,2060,AR,gmail.com,0,0,0,0,0,0,0,low
8143,894,2025-09-24 21:39:36,18.14,MER-843,fashion,credit_card,tablet,DEV-4973,6.137.219.13,BR,0,0,Sra. Ana Julia Siqueira,58,269,BR,hotmail.com,1,0,0,0,0,0,0,low
8144,14,2025-11-26 03:23:23,43.88,MER-342,marketplace,pix,mobile,DEV-3812,170.37.68.127,US,0,0,Luiz Felipe Siqueira,41,1456,BR,outlook.com,0,0,1,1,0,0,40,high
8145,974,2025-06-02 05:52:37,176.98,MER-489,gaming,credit_card,tablet,DEV-7181,122.140.67.166,CL,0,1,Henry Peixoto,63,2448,BR,hotmail.com,1,0,1,1,0,1,50,high
8146,114,2025-01-29 16:49:08,65.19,MER-948,digital_services,credit_card,tablet,DEV-5807,214.235.202.241,PY,0,0,Benjamin Barros,66,2359,BR,gmail.com,0,0,1,0,0,1,35,medium
8147,685,2025-11-16 06:46:13,117.32,MER-296,travel,bank_transfer,desktop,DEV-3412,141.140.204.181,CL,0,0,Isabel das Neves,23,1146,BR,yahoo.com,0,0,1,0,0,0,25,medium
8148,796,2025-05-26 13:58:15,298.32,MER-153,pharmacy,debit_card,desktop,DEV-1307,143.161.58.90,CL,0,0,Vinicius Santos,61,17,BR,hotmail.com,0,0,1,0,1,0,45,high
8149,4,2025-04-20 10:40:32,84.55,MER-526,pharmacy,credit_card,mobile,DEV-3625,213.208.222.223,US,1,1,Miguel Leão,53,815,US,yahoo.com,0,0,0,0,0,0,0,low
8150,541,2025-07-15 17:15:32,40.33,MER-810,travel,debit_card,tablet,DEV-4296,41.21.131.250,BR,0,0,Dra. Pietra Peixoto,39,1764,US,hotmail.com,0,0,1,0,0,0,25,medium
8151,635,2025-06-28 11:00:03,101.55,MER-675,food,credit_card,mobile,DEV-4484,87.64.148.172,AR,0,0,Bento Andrade,33,354,AR,gmail.com,1,0,0,0,0,0,0,low
8152,661,2025-09-14 05:13:33,40.86,MER-418,food,credit_card,mobile,DEV-1133,66.100.101.85,CL,0,0,João Castro,58,3359,BR,gmail.com,1,0,1,1,0,0,40,high
8153,754,2025-04-16 18:52:47,42.35,MER-227,fashion,debit_card,mobile,DEV-7896,198.238.74.144,MX,0,0,Allana Peixoto,46,866,AR,yahoo.com,1,0,1,0,0,0,25,medium
8154,783,2025-02-03 04:26:17,16.98,MER-829,electronics,bank_transfer,mobile,DEV-4388,193.168.210.76,MX,0,0,Maria Cecília Araújo,32,3049,AR,yahoo.com,0,0,1,1,0,1,50,high
8155,71,2025-02-19 02:11:51,153.49,MER-105,gaming,credit_card,mobile,DEV-2631,195.130.176.79,AR,0,0,Stephany Ramos,65,1810,BR,yahoo.com,0,0,1,1,0,1,50,high
8156,996,2025-01-19 07:05:09,47.12,MER-388,pharmacy,pix,tablet,DEV-1428,194.186.59.216,PY,0,0,Ana Julia Borges,27,3191,BR,gmail.com,1,0,1,0,0,0,25,medium
8157,656,2025-03-01 23:20:19,78.56,MER-964,electronics,bank_transfer,tablet,DEV-7641,155.253.202.184,PY,0,0,Yago da Rocha,39,6,US,yahoo.com,0,0,1,0,1,1,55,high
8158,687,2025-11-17 00:27:39,26.25,MER-442,food,credit_card,mobile,DEV-6078,149.110.124.193,BR,0,1,Carolina Caldeira,42,3203,US,yahoo.com,1,0,1,1,0,0,40,high
8159,879,2025-11-03 19:03:46,98.73,MER-434,travel,debit_card,mobile,DEV-7285,164.163.0.251,US,0,0,Sabrina Nunes,42,167,BR,outlook.com,0,0,1,0,0,0,25,medium
8160,245,2025-03-05 20:37:59,33.59,MER-759,pharmacy,credit_card,desktop,DEV-3926,9.4.33.51,PY,0,0,José Sá,69,715,BR,gmail.com,0,0,1,0,0,0,25,medium
8161,14,2025-07-07 03:10:33,58.7,MER-896,marketplace,debit_card,mobile,DEV-3087,216.51.52.222,US,0,0,Luiz Felipe Siqueira,41,1456,BR,outlook.com,0,0,1,1,0,0,40,high
8162,989,2025-05-25 15:21:49,146.94,MER-327,electronics,pix,desktop,DEV-9431,122.136.26.201,AR,0,1,Maria Flor Brito,69,1294,BR,outlook.com,0,0,1,0,0,1,35,medium
8163,799,2025-11-05 03:27:27,135.87,MER-507,travel,debit_card,desktop,DEV-2204,204.132.70.242,BR,0,1,Sr. Liam Garcia,70,188,BR,outlook.com,1,0,0,1,0,0,15,low
8164,486,2025-10-17 12:59:53,65.38,MER-304,marketplace,debit_card,tablet,DEV-8944,1.128.215.230,BR,0,0,Sabrina Leão,30,3296,US,hotmail.com,1,0,1,0,0,0,25,medium
8165,156,2025-11-23 12:07:39,13.58,MER-643,digital_services,bank_transfer,desktop,DEV-5281,210.192.165.154,CL,1,1,Gael da Costa,22,2364,BR,gmail.com,0,0,1,0,0,1,35,medium
8166,122,2025-06-22 09:36:49,985.87,MER-204,electronics,credit_card,mobile,DEV-9933,209.67.216.12,CL,0,1,Srta. Pietra Dias,66,3604,BR,yahoo.com,0,0,1,0,0,1,35,medium
8167,844,2025-06-21 12:30:13,320.95,MER-793,fashion,debit_card,tablet,DEV-4802,182.245.100.9,US,0,0,Emanuel da Cruz,68,2475,AR,outlook.com,0,0,1,0,0,0,25,medium
8168,892,2025-11-29 08:18:01,127.79,MER-984,digital_services,bank_transfer,mobile,DEV-5482,177.13.4.239,US,1,1,Juliana Aparecida,20,1215,AR,hotmail.com,0,0,1,0,0,1,35,medium
8169,845,2025-04-24 06:58:57,33.86,MER-117,fashion,debit_card,desktop,DEV-2247,185.22.211.111,AR,0,1,Ravi Lucca Lima,59,2751,BR,outlook.com,0,0,1,0,0,0,25,medium
8170,976,2025-11-07 18:29:02,60.21,MER-942,fashion,debit_card,mobile,DEV-7242,202.132.105.76,AR,0,0,Ian Moreira,20,3212,BR,hotmail.com,0,0,1,0,0,0,25,medium
8171,346,2025-10-21 04:24:35,40.89,MER-210,pharmacy,bank_transfer,desktop,DEV-7616,180.32.50.28,BR,0,0,Maitê Rezende,36,826,BR,hotmail.com,0,0,0,1,0,0,15,low
8172,155,2025-05-19 17:00:03,207.99,MER-276,gaming,bank_transfer,desktop,DEV-5944,201.153.137.3,US,0,0,Kaique Aparecida,48,468,US,yahoo.com,1,0,0,0,0,1,10,low
8173,555,2025-05-01 20:20:37,84.46,MER-354,food,debit_card,tablet,DEV-1437,174.7.243.129,CL,0,0,Elisa Ferreira,59,2510,BR,yahoo.com,0,0,1,0,0,0,25,medium
8174,446,2025-08-23 19:58:24,32.93,MER-110,marketplace,pix,desktop,DEV-9471,206.252.131.141,PY,0,0,Davi Miguel Santos,37,2386,US,gmail.com,0,0,1,0,0,0,25,medium
8175,154,2025-11-17 18:15:25,43.66,MER-213,marketplace,bank_transfer,desktop,DEV-6661,216.129.111.12,MX,0,0,Mirella Borges,48,1805,BR,gmail.com,0,0,1,0,0,0,25,medium
